sl_no,ac_code,polling_station_number,polling_station,polling_areas,polling_station_type
147,231,147,"Devasam Higher Secondary School, Mondaikadu , ,South Building,  Western  Portion","1.Lekshmipuram (R.V), Kallukootam (T.P) Block 8, Kariyavilai West, Pandara vilai, Keezhelkarai.
2.Lekshmipuram (R.V), Kallukootam (T.P) Block 9,  Kootha Vilai, (Sl. No.1078 to 1239), 99.OVERSEAS ELECTORS",All Voters
148,231,148,"Govt. Middle School, Mondaikadu ,,  ,New Terraced Building, Western  Portion","1. Mondaikadu (R.V), Mondaikadu (T.P) Block 7, Paruthivilai, Chekkaravilai, 2.Mondaikadu (R.V.), Mondaikadu (T.P.) Block 7, Paruthivilai, Chekkaravilai,
99.OVERSEAS ELECTORS",All Voters
149,231,149,"Govt. Middle School, Mondaikadu,,  South East Building, Western Portion","1. Mondaikadu (R.V.), Mondaikadu  (T.P.) Block 1,
Karumankoodal,                   2.Mondaikadu (R.V.), Mondaikadu  (T.P.) Block 1, Karumankoodal , 99.OVERSEAS ELECTORS",All Voters
150,231,150,"Govt. Middle School,
Mondaikadu, , , North -Easat terraced Building, middle Portion, facing South","1. Mondaikadu (R.V.), Mondaikadu (T.P.) Block 6,
Naduyoorkarai,                     2. Mondaikadu (R.V.), Mondaikadu  (T.P.) Block 6, Naduvoorkarai, 99.OVERSEAS ELECTORS",All Voters
151,231,151,"St. Lusial Primary School,
Puthoor,, Main Building, Southern Portion","1.Mondaikadu ( R.V ), Mandaikadu ( T P ) Block 15,16, Puthoor West ,99.OVERSEAS ELECTORS",All Voters
152,231,152,"St. Lusial Primary School, Puthoor, , main Building, Northern  Portion","1. Mondaikadu( R.V ), Mondaikadu ( T.P ) Block 17,
Puthoor East , 2.Mondaikadu ( R.V ), Mandaikadu ( T.P ) Tsunami Temporary Shed 1 , 3.Mondaikadu ( R.V ), Mandaikadu ( T.P ) Tsunami Temporary Shed 2 , 4.Mondaikadu ( R.V ), Mandaikadu ( T.P ) Tsunami Temporary Shed 3 , 99.OVERSEAS ELECTORS",All Voters
153,231,153,"Govt. Middle School,
Koottumangalam , South  West Building, Northern  Portion, Facing East","1.Mondaikadu (R.V), Mondaikadu (T.P) Ward 11, Block 14, Kootumangalam , 99.OVERSEAS ELECTORS",All Voters
154,231,154,"Govt. Middle School,
Koottumangalam, , Terraced Building, West Portion","1. Mondaikadu( R.V ), Mondaikadu ( T.P ) Block 8, Kovilan
Vilai, Kattu Vilai, South Matha Vilai , 99.OVERSEAS ELECTORS",All Voters
155,231,155,"Govt. Middle School, Koottumangalam ,  Western
Building, Northern Portion","1.Mondaikadu ( R.V ), Mondaikadu ( T.P ) Block 13, Kottumangalam , 99.OVERSEAS ELECTORS",All Voters
156,231,156,"Govt. High School Cheramangalam ,  ,West Terraced Building, Middle Portion","1. Manavalakurichi (R.V), Mandaikadu (T.P) Ward 8,
BLOCK 9,  Maruthivilai, Kallatthivilai, 2.Manavalakurichi (R.V), Mandaikadu (T.P) Ward 6, BLOCK 11, Seramangalam, 3. Manavalakurichi (R.V), Mondaikadu (T.P) Ward 7, BLOCK 12,  Parapattu, (Sl. No. 1076 to 1213),99.OVERSEAS ELECTORS",All Voters
157,231,157,"Govt. High School Cheramangalam ,  ,South Tilled Building, Western Portion","1. Manavalakurichi (R.V), Mondaikadu (T.P) Ward 7, BLOCK 12,  Parapattu, (Sl. No. 1 to 1075), 99.OVERSEAS ELECTORS",All Voters
158,231,158,"Govt. Middle School, Kunnamcadu , Terraced Building, Western Portion","1. Mondaikadu (R.V), Mondaikadu (T.P) Ward 10, BLOCK
10,  Mathavilai, Kannivilai, 2.Mondaikadu ( R.V), Mondaikadu (T.P) Block 2,  Pilavilai, Sevidanvilai, 99.OVERSEAS ELECTORS",All Voters
159,231,159,"Govt. Middle School,
Kunnamcadu , South -East Terraced Building, North Portion, Fasing West","1.Mondaikadu (R.V), Mandaikadu (T.P) Ward 5, BLOCK 5, Kunnam Kadu, Thattanvilai , 99.OVERSEAS ELECTORS",All Voters
160,231,160,"Govt. Middle School, Kunnamcadu, East Terraced Building, Western Portion","2.Mondaikadu (R.V), Mondaikadu (T.P) Block 3,  Kalivilai,
Azhaganparai , 2.Mondaikadu (R.V), Mondaikadu (T.P) Ward 4, BLOCK 4, Azhaganparai, Mutharunni, 99.OVERSEAS ELECTORS",All Voters
161,231,161,"Govt. Girls High School,
Kadiapattanam at Manavalakurichi, , , Main Building,  Middle Portion","1.Manavalakurichi ( R. V ), Manavalakurichi ( T.P ) Block 6,
Cheramangalam West ,2.Manavalakurichi ( R.V ), Manavalakurichi ( T.P ) Block 7,  Sakkapathu, 99.OVERSEAS ELECTORS",All Voters
162,231,162,"Govt. Girls High School,
Kadiapattanam at Manavalakurichi,,  Main Building, East portion","1.Manavalakurichi ( R.V ), Manavalakurichi ( T.P ) Block 9, Nesavalar Street, 99.OVERSEAS ELECTORS",All Voters
163,231,163,"Govt.Primary School,
Kadiapattanam at Manavalakurichi,,  Western Building, Northern Portion","1.Manavalakurichi ( R. V ) , Manavalakurichi ( T.P ) Block
8,  Vadakenpakam East , 2.Manavalkurichi ( R.V ), Manavalakurichi ( T.P ) Block 9, Vadakenpakam West , 99.OVERSEAS ELECTORS",All Voters
164,231,164,"Govt.Primary School,
Kadiapattanam at Manavalakurichi, ,  West Building, Southern Portion","1.Manavalakurichi ( R.V ), Manavalakurichi ( T.P ) Ward 14,
BLOCK 13,  Pammathumoolai , 2.Manavalakurichi ( R.V ), Manavalakurichi ( T.P ) Block 10,  Babuji Street , 99.OVERSEAS ELECTORS",All Voters
165,231,165,"St. Vincent De Paul Primary school, Periya vilai,,  Northern South Terraced Building North
Portion","1.Manavalakurichi ( R.V ), Manavalakurichi ( T.P ) Block 1, Periya Vilai ,99.OVERSEAS ELECTORS",All Voters
166,231,166,"St. Vincent De Paul Primary School, Periya vilai,,   Northern South Terraced Building, South
Portion","1.Manavalakurichi ( R.V ), Manavalakurichi ( T.P ) Block 2, Pillaiyarkovil , 2.Manavalajkurichy ( R.V ), Manavalakurichi ( T.P ) Tsunami Temporary Shed 1 , 99.OVERSEAS
ELECTORS",All Voters
167,231,167,"Babuji Memorial Higher
Secondary School, Manavalakurichi ,  East New Building, Central  Portion","1.Manavalakurichi (R.V), Manavalakurichi (T.P) Ward 4, BLOCK  3, Factory Ward  Puthukadi Street , 99.OVERSEAS ELECTORS",All Voters
168,231,168,"Babuji Memorial Higher Secondary School, Manavalakurichi ,  East New Main Building, Southern  Portion","1. Manavalakurichi (R.V.), Manavalakurichi (T.P.) Ward 6, BLOCK 5,  Cheramangalam East,           2.Manavalakurichy (R.V.), Manavalakurichi (T.P.) Ward 12, BLOCK 11, Puthukadai Street,  99.OVERSEAS ELECTORS",All Voters
169,231,169,"Babuji Memorial Higher Secondary School, Manavalakurichi., East Terraced Building, facing West, north
middle Portion","1. Manavalakurichi  (R.V), Manavalakurichi (T.P.) Ward 5, BLOCK 4, Tharuvai, Seramangalam East ,  99.OVERSEAS ELECTORS",All Voters
170,231,170,"St. Joseph Primary school, Manavalakurichi at Chinnavilai , Main Building,  Western  Portion","1.Manavalakurichi (R.V), Manavalakurichi (T.P) Ward 13, BLOCK 12,  Kanavilai Street , 2.Manavalakurichi (R.V), Manavalakurichi (T.P) Ward 15, BLOCK 13,14,  Chinnavilai
, (Sl. No 1070 to 1314), 99.OVERSEAS ELECTORS",All Voters
171,231,171,"St. Joseph Primary school, Manavalakurichi at Chinnavilai
,, North South Main Buillding Southern Central  Portion","1.Manavalakurichi (R.V), Manavalakurichi (T.P) Ward 15, BLOCK 13,14,  Chinnavilai, (Sl. No 1 to 1069), 99.OVERSEAS ELECTORS",All Voters
172,231,172,"Sacred Heart High School,
Kadiapattanam,,  East West Terraced Building, Eastern Portion","1.Kadiapattinam ( r.v ), muttom ( p ) Block 3,  Anthonyar Street ,99 OVERSEAS ELECTORS",All Voters
173,231,173,"Sacred Heart High School, Kadiapattanam ,  North Terraced Building east portion","1. Kadiapattinam (R.V), Muttom (P) Block 10,  Fathima
Street,                       2.Kadiapattinam (R.V), Muttom (P) Block 2, Christhuraja Street,             3.Kadiapattinam (R.V), Muttom (P) Tsunami Temporary Shed , 99.OVERSEAS ELECTORS",All Voters
174,231,174,"Sacred Heart High School,
Kadiapattanam, ,  East West Terraced Building, Middle Portion","1.Kadiapattinam ( R.V ), Muttom ( P ) Block 4, Anthonyar Street , 99.OVERSEAS ELECTORS",All Voters
175,231,175,"Sacred Heart High School,
Kadiapattanam, ,  North Terraced Building, Eastern Middle Portion","1.Kadiapattinam ( R.V ), Muttom ( P ) Block 4, Anthonyar Street , 99.OVERSEAS ELECTORS",All Voters
176,231,176,"St. Peters Middle.School. Kadiapattanam, Main Building, Western  Portion, Ground Floor","1.Kadiapattinam (R.V), Muttom (P) Block 8,  Thomaiyar Street East, 2.Kadiapattinam (R.V), Muttom (P) Tsunami Temporary Shed, 99.OVERSEAS ELECTORS",All Voters
177,231,177,"St. Peters Middle.School. Kadiapattanam  ,, ,Main Building, Middle Eastern  Portion","1.Kadiapattinam (R.V), Muttom (P) Block 9,  Christhuraja
Street, 2.Kadiapattinam (R.V), Muttom (P) Block 1, Thomaiyar Street, Annai theresa Street East, 3.Kadiapattinam (R.V), Muttom (P) Block 1, Thomaiyar Street, 99.OVERSEAS ELECTORS",All Voters
178,231,178,"St. Peters Middle School, Kadiapattanam,, , main Building, Eastern Central Portion","1.Kadiapattinam  ( R.V ), Muttom ( P ) Block 8,  Thomaiyar Street, Annai Theresa Street , 99.OVERSEAS ELECTORS",All Voters
179,231,179,"St. Johns Primary School, Muttam, , East West Building ,
Western Portion","1.Kadiapattinam ( R.V ), Muttom ( P ) Block 11,  Odai street
, 99.OVERSEAS ELECTORS",All Voters
180,231,180,"St. Johns Primary School, Muttam,, , Eastern west building Western Middle Portion","1.Kadiyapattinam ( r.v ), muttom ( p ) Block 15,
keelamuttom, iceplant street, Vichianthiappar Street, Alangara Matha Street, Uyra Theru, Georgeger Street. Door No:15-1 To 15-150, 99OVERSEAS ELECTORS ,",All Voters
181,231,181,"St. Johns Primary School, Muttam,  Eastern Building North portion","1.  Kadiyapattinam ( r.v ), muttom ( p )  Tsunami Temporary shed 1 2.Kadiyapattinam( r.v ), muttom ( p ) Block 15, keelamuttom, iceplant street,Vichianthiappar Street,Alangara Matha Street, Uyara Theru, Georgear Street. Door No:15-151 To 15-631, 99.OVERSEAS ELECTORS",All Voters
182,231,182,"St. Johns Primary School,
Muttam, East West Building, Eastern Portion","1.Kadiapattinam ( R.V ), Muttom ( P ) Block 13,  Olastreet
,2.Kadiapattinam ( R.V ), Vellimalai (T.P) Block 19, Kattaikadu 99.OVERSEAS ELECTORS",All Voters
183,231,183,"St. Johns Primary School, Muttam, , , Eastern West Building Eastern Middle Portion","1.Kadiapattinam ( R. V ), Muttom ( P ) Block 12 , Ponnenthoppu , 2.Kadiapattinam ( R.V ), Muttom ( P ) Block 14,  Keela Muttom , 3.Kadiapattinam ( R.V ), Muttom ( P ) Tsunami Temporary Shed , 99.OVERSEAS ELECTORS",All Voters
184,231,184,"All Saints Higher Secondary
School, Muttom,, Main Building, Eastern  Portion","1.Kadiapattinam ( R.V ), Muttom ( P ) Block 6, Anthonyar
Street , 2.Kadiapattinam ( R.V ), Muttom ( P ) Block 5,  Vara Vilai , 99.OVERSEAS ELECTORS",All Voters
185,231,185,"All Saints Higher Secondary
School, Muttom, , Central Building, Middle Portion","1.Kadiapattanam ( R.V ), Muttom ( P ) Block 7,  Mela
Muttom Door No: (7-1 to 7-230) , 99.OVERSEAS ELECTORS",All Voters
186,231,186,"All Saints Higher Secondary
School, Muttom, , Southern Building, Middle Portion","1.Kadiapattanam ( R.V ), Muttom ( P ) Block 7,  Mela
Muttom Door No: (7-231 to 7-990) ,99.OVERSEAS ELECTORS",All Voters
187,231,187,"Govt.  Primary School, Ammandivilai   ,  ,East West Terraced  Building, Eastern Portion","1. Kadiapattanam (R.V.), Vellimalai (T.P.) Block 20, Vellamodi, 2.Kadiapattanam (R.V.), Vellimalai (T.P.) Block 21,  Ammandivilai,  3.Kadiapattanam (R.V.), Vellimalai (T.P.) Block 25, 26, Ammandivilai South, 4.Kadiapattanam (R.V.), Vellimalai (T.P.) Block 21, Ammandivilai, 5.Kadiapattanam (R.V.), Vellimalai (T.P.) Block 26, Ammandivilai South, 6.Kadiapattanam (R.V.), Vellimalai (T.P.) Block 24, Sathenvilai  99.OVERSEAS ELECTORS",All Voters
188,231,188,"Govt.  Primary School, Ammandivilai , ,East West Terraced  Building , Western Portion","1. Kadiapattanam (R.V.), Vellimalai (T.P.) Block 17,
Mavilai, Sathenvilai, 2.Kadiapattanam (R.V.), Vellimalai (T.P.) Block 18,  Pottalkuzhi,   3.Kadiapattanam (R.V.), Vellimalai (T.P.) Block 18, Pottalkuzhi 4.Kadiapattanam (R.V.), Vellimalai (T.P.) Block 17, Pottal Kuzhi, 99.OVERSEAS ELECTORS",All Voters
189,231,189,"Govt.  Primary School,
Ammandivilai, ,  South Terraced Building, facing North,West middle  Portion","1. Kadiapattanam (R.V.), Vellimalai (T.P.) Block 19,
Kattaikadu                                        2.Kadiapattanam (R.V.), Vellimalai (T.P) Block 16, Manalivilai,  99.OVERSEAS ELECTORS",All Voters
190,231,190,"Govt. Higher Secondary School, Ammandivilai ,  East  West Tiled Building, East  Portion","1. Kadiapattanam (R.V), Vellimalai (T.P) Block 22,
Saathenvilai,  2.Kadiapattanam (R.V), Vellimalai (T.P) Block 24,  Saathenvilai North, 3..Kadiapattanam (R.V), Vellimalai (T.P) Block 26,  Saathenvilai South, 4.Kadiapattanam (R.V), Vellimalai (T.P) Block 23,  Kaladyvilai, 5.Kadiapattanam (R.V), Vellimalai (T.P) Block 24, Sathenvilai, 99.OVERSEAS ELECTORS",All Voters
191,231,191,"Govt. Higher Secondary School, Ammandivilai , West New Building North Portion","1. Kadiapattanam (R.V), Vellimalai (T.P)  Block 25, Amandivilai South, Thivandakottai,  2. Kadiapattanam (R.V), Vellimalai (T.P) Block 25, Ammandivilai,  99.OVERSEAS
ELECTORS",All Voters
192,231,192,"Govt. Higher Secondary School, Ammandivilai , East West Tiled Building, Western  Portion","1. Kadiapattanam (R.V), Vellimalai (T.P) Block 22,
Attinkarai,  2.Kadiapattanam (R.V), Vellimalai (T.P) Block 17,  Manalivilai,  3.Kadiapattanam (R.V), Vellimalai (T.P) Block 23,  Attinkarai,  Sivandhaman,  99.OVERSEAS ELECTORS",All Voters
193,231,193,"Sarojini Memorial Primary School, Thirunainarkurichy, , Main Tiled Building,  Southern Portion","1.Vellichanthai A ( R.V ), Vellimalai  ( T. P ) Block10,
Kadaivilai, Thirunainarkuruchi, Aasarimar Street , 2. Vellichanthai A ( R.V ), Vellimalai ( T.P ) Block 11, Thirunainarkurichi, Sevilai, Sadaienvilai , 99.OVERSEAS ELECTORS",All Voters
194,231,194,"Sarojini Memorial Primary School, Thirunainarkurichy, , Main Tiled Building,  Southern Central Portion","1.Vellichanthai A ( R.V ), Vellimalai ( T. P ) Block 12,
Thirunainarkurichi, Pedarai, Palatinkarai , 2.Vellichanthai A ( R.V ), Vellimalai ( T.P ) Blcok 13, Kadaivilai, Thirunainarkurichi , Karunkalivilai, , 3.Vellichanthai A ( R.V
), Vellimalai ( T. P ) Block 15,  Karunkalivilai ,
99.OVERSEAS ELECTORS",All Voters
195,231,195,"Govt. Middle School, Kalpadi, , Main Building, Western  Portion","1. Vellimalai( R.V ), Vellimalai ( T. P ) Block 1,  Ward 1,
Kottavilai , 2.Vellimalai ( R.V ), Vellimalai ( T.P ) Block 2, Ward 2, Karuparai , 99.OVERSEAS ELECTORS",All Voters
196,231,196,"Govt. Middle School, Kalpadi, , , Main Building, Eastern  Portion","1.Vellimalai ( R.V ), Vellimalai ( T. P ) Block 3,  Ward 3, Kalpadi , 99.OVERSEAS ELECTORS",All Voters
197,231,197,"Sarojini Memorial Higher Secondary School, Orappanavilai
, ,Main Tiled  Building, facing South, West middle  Portion","1. Vellimalai (R.V.), Vellimalai (T.P.) Block 6, Moonkilvilai,
Sadaianvilai, Pallikarai, 2.Vellimalai  (R.V.), Vellimalai (T.P.) Block 5, Sadaienvilai, 3.Vellimalai (R.V.), Vellimalai (T.P.) Block 6, Moonkilvilai, Sadaienvilai, Pallikarai, 99.OVERSEAS ELECTORS",All Voters
198,231,198,"Sarojini Memorial Higher Secondary School, Orappanavilai
, Main Tiled Building, Eastern Portion","1. Vellimalai (R.V.), Vellimalai (T.P.) Block 9, Vannan
Vilai, Moonkilvilai, 2.Vellimalai (R.V.), Vellimalai (T.P.) Block 14, Orpanavilai, Saral, 3.Vellimalai (R.V.), Vellimalai (T.P.) Block 9, Vannanvilai, Moonkilvilai, 4.Vellimalai (R.V.), Vellimalai (T.P.) Block 14, Vurappanavilai, Saral, 99.OVERSEAS ELECTORS",All Voters
199,231,199,"Sarojini Memorial Higher Secondary School, Orappanavilai
, Main Tiled  Building, facing South, West middle  Portion","1. Vellimalai (R.V.), Vellimalai (T.P.) Block 7, Varukathattu,
Kaluvanthattu Vilai , 2.Vellimalai (R.V.), Vellimalai (T.P.) Block 8, Kaluvanthattu Vilai, Vurapanavilai, 3.Vellimalai (R.V.), Vellimalai (T.P.) Block 7,  Varuka Thattu, Kaluvanthattuvilai, 4.Vellimalai (R.V.), Vellimalai (T.P.) Block 8,  Kaluvan Thattuvilai, Orapanavilai, 99.OVERSEAS ELECTORS",All Voters
200,231,200,"Govt. High School,
Vellichanthai,, Main  Building, Northern  Portion","1. Vellichanthai A( R.V ), Vellichanthai ( P ) Block 4,
Eathankadu, Soorappallam South, 99.OVERSEAS ELECTORS",All Voters
201,231,201,"Govt. High School, Vellichanthai,, Main  Building,
Eastern   Portion","1. VellichanthaiA( R.V ), Manavalakurichi ( P ) Block 5, Eathenkadu , 99.OVERSEAS ELECTORS",All Voters
202,231,202,"Govt. High School,
Vellichanthai, Main  Building, Southern  Portion","1.VellichanthaiA ( r.v ), vellichanthai ( p ) Block 6, Kattuvilai , 99.OVERSEAS ELECTORS",All Voters
203,231,203,"Govt. Primary School, Kattuvilai, Vellichanthai, , North terraced Building-facing south, Eastern Portion","1. Vellichanthai A (R.V.), Vellichanthai (P) Block 12,
Vellamodi, 2.Vellichanthai A (R.V.), Vellichanthai (P) Block 13,  Vellamodi South, 3.Vellichanthai A (R.V.), Vellichanthai
(P) Ward 3, Block 12, Vellamodi, 99.OVERSEAS
ELECTORS",All Voters
204,231,204,"Govt. Primary School, Kattuvilai, Vellichanthai ,, ,East West Tiled Building,  Eastern
Portion","1. VellichanthaiA (R.V.), Vellichanthai (P) Ward 3, Block 6,10, Vellichanthai,   2.VellichanthaiA (R.V.), Vellichanthai
(P) Ward 3,  Ulakivilai , 99.OVERSEAS ELECTORS",All Voters
205,231,205,"Govt. Primary School, Kattuvilai, Vellichanthai, , North terraced Building-facing south,
Eastern Portion","1. Vellichanthai A (R.V.), Vellichanthai (P) Block 11, Eathenkadu, 2.Vellichanthai A (R.V), Vellichanthai (P) Ward 3, Block 11, Eathenkadu, 99.OVERSEAS ELECTORS",All Voters
206,231,206,"Govt. Primary School,
Manavilai,,  Main Building, Eastern Portion","1.Vellimalai ( R.V ), Vellichanthai ( P ) Ward 3, Vellichanthai, 99.OVERSEAS ELECTORS",All Voters
207,231,207,"Govt. Primary School,
Manavilai,,  New building North Portion","1.Vellimalai ( R.V ), Vellichanthai ( P ) Ward 3, Block 8 Manavilai  99,OVERSEAS ELECTORS",All Voters
208,231,208,"Govt. Primary School, Manavilai,,  Main Tiled
Building, Western Portion","1. Vellimalai( R.V ), Vellichanthai ( P ) Ward 3, Block 9, Sethuvoor, Kannamangalam , 99.OVERSEAS ELECTORS",All Voters
209,231,209,"St. Joseph High School, Saral, North  Building, West ern Portion","1 Vellichanthai B( R.V ), Vellichanthai ( P ) Block 3,  Ward 3,  Saral, Vellichanthai , 99.OVERSEAS ELECTORS",All Voters
210,231,210,"Wesly Middle School, Unnamkulam, Saral, ,  East West Tiled Building, Western  Portion","1. Vellichanthai B( R.V ), Vellichanthai ( P ) Ward 1, Block 1, Unnankulam , Ramanathapuram, Asarivilai, Chekkadivilai, Gandhi nagar Colony, 99.OVERSEAS ELECTORS",All Voters
211,231,211,"Wesly Middle School,
Unnamkulam, Saral, , , East West Tiled Building, Eastern Portion","1.Vellichanthai B ( R.V ), Vellichanthai ( P ) Block 2, Senapalli North Gate , 99.OVERSEAS ELECTORS",All Voters
212,231,212,"Govt. Middle School, Alenvilai, , East West  Terraced Building, Western Portion","1.Kuruthencode  A( R.V ), Kurunthenkode ( P ) Block 1,
Mukkalampadu , 2.Kuruthencode A ( R.V ), Kurunthenkode ( P ) Block 1, Mela Kurunthenkode , 99.OVERSEAS ELECTORS",All Voters
213,231,213,"Govt. Middle School, Alenvilai,,
, North Southt Terraced Building, South   Portion","1.Kuruthencode A ( R.V ), Kurunthenkode ( P ) Block 8, Kurunthenkode , 99.OVERSEAS ELECTORS",All Voters
214,231,214,"Govt. Middle School, Alenvilai, ,
, North  South Terraced Building, Western  Portion","1.Kuruthencode A ( R.V ), Kurunthenkode ( P ) Block 11,
South Alenvilai ,  2.Kuruthencode A ( R.V ), Kurunthenkode
( P ) Block 11,  Indhira Colony ,  99.OVERSEAS ELECTORS",All Voters
215,231,215,"Govt.Middle School, Alenvilai, , North  South Terraced Building, Western Portion","1.Kuruthencode A ( R.V ),  Kurunthenkode ( P ) Block 11, kurunthenkode , 2.Kuruthencode A ( R.V ), Kurunthenkode ( P ) Block 11,  Asari Vilai , 99.OVERSEAS ELECTORS",All Voters
216,231,216,"Govt. Middle School, Alenvilai, North Terraced Building, Eastern Portion","1.Kuruthencode A ( R.V ), Kurunthen kode ( p ) Block 2, Mela Alenvilai , 2.Kuruthencode A ( R.V ),  Kurunthenkode ( P ) Block, 2, 3, North Alenvilai, 99.OVERSEAS ELECTORS",All Voters
217,231,217,"Govt. Middle School, Alenvilai, , North West Terraced Building Central North portion 629805","1.Kuruthencode A ( R.V ), Kurunthenkode ( P ) Block 9, Veeravilai , 2.Kuruthencode A ( R.V ), Kurunthenkode ( P ) Block 10,  Karode ,99.OVERSEAS ELECTORS",All Voters
218,231,218,"Governmnt Higher Secondary
school, Koduppaikuzhi, , Eastern West Terraced 1st building Facing South   Eastern Portion","1.Kuruthencode B ( R.V ), Kurunthenkode  ( P ) Block 5, kodupakuzhi, Pattanvilai , 2.Kuruthencode B ( R.V ), Kurunthenkode  ( P ) Block 7,11 Kodupakuzhi, South Alenvilai , 99.OVERSEAS ELECTORS",All Voters
219,231,219,"Governmnt Higher Secondary
school Koduppaikuzhi,, Eastern West Terraced building Facing South 2nd Building Western Portion","1.Kuruthencode B( R.V ), Kurunthenkode  ( P ) Block 13, South Kodupakuzhi, Pattanvilai , 2.Kuruthencode B  ( R.V )., Kurunthenkode  ( P ) Block 12,  Samivilai, Mela kodupakuzhi , 99.OVERSEAS ELECTORS",All Voters
220,231,220,"Governmnt Higher Secondary school Koduppaikuzhi, , Eastern West  Terraced 3rd building Facing South   Western Portion","1.Kuruthencode B ( r.v ), Kurunthancode ( P ) Block 4, East
Alenvilai ,  , 2.Kuruthencode B ( R.V ), Kurunthancode( P ) Block 5,  Pattanvilai, Samivilai , 3.Kuruthencode B ( R.V ), Kurunthancode ( P ) Block 6 , Varthanadarkudiruppu , 99.OVERSEAS ELECTORS",All Voters
221,231,221,"Governmnt Higher Secondary school Koduppaikuzhi,,  Eastern West Terraced building Facing north   Eastern Portion  class No Std 12","1.Kuruthencode B ( R.V ), Kurunthancode ( P ) Block 7, South Alen Vilai 2.Kuruthencode B ( R.V ), Kurunthancode ( P ) Block 12,  Kodupakuzhi , 3.Kuruthencode B( R.V ), Kurunthancode ( P ) Block 13, Kollamavadi, Nayakenvilai , 99.OVERSEAS ELECTORS",All Voters
222,231,222,"Anganwady Centre, Elanthanvilai, , North South Terraced Building Eastern portion","1.Kuruthencode  A( R.V ), Nettancode ( P ) Ward 2, Blcok 1, Elanthenvilai , 2.Kurunthencode A ( R.V ), Nettancode ( P ) Ward 2, Blcok 2, Nunkenvilai , 3.Kuruthencode A ( R.V ), Nettancode ( P ) Ward 2, Blcok 2, Pandravilai , 4.Kuruthencode A ( R.V ), Nettancode ( P ) Block 2, Nettancode  South , 5.Kuruthencode A ( R.V ), Nettancode ( P ) Block 4, Mallenkode North , 6.Kuruthencode A( R.V ). Nettancode ( P ) Block 5,  Mallenkode South , 7.Kuruthencode A ( R.V ), Nettancode ( P ) Block 3, Nukenvilai , 99.OVERSEAS ELECTORS",All Voters
223,231,223,"Govt. Middle School,
.Kattimancode , West Terreced Building, Southern  Portion","1. Kuruthencode B (R.V), Kattimancode (P) Block 4, Sree Krishna Puram,  2. Kuruthencode B (R.V), Kattimancode (P) Ward 3, Blcok 9,  Kuzhi Vilai, 99.OVERSEAS ELECTORS",All Voters
224,231,224,"Govt. Middle School,
Kattimancode, ,  Northern Terraced Building Middle Portion Room No.3","1.Kuruthencode B ( R.V ), Kattimancode ( P ) Ward  5, Blcok
11, Melakattimancode , 2.Kuruthencode B ( R.V ) Kattimancode ( P ) Ward 4, Blcok 10, Varthanadar Kudiruppu , 99.OVERSEAS ELECTORS",All Voters
225,231,225,"Govt. Middle School, Kattimancode, , , North Tiled
Building, Eastern Portion","1.Kuruthencode B ( R.V ), Kattimancode ( P ) Ward 3, Blcok 6,  Kattimancode , Cherupangcode , 99.OVERSEAS
ELECTORS",All Voters
226,231,226,"Govt. Middle School, Kattimancode ,,  ,South Terraced Building, Western  Portion","1. Kuruthencode B (R.V), Kattimancode (P) Ward 3, Blcok 3, Pullu Vilai,  2.Kuruthencode B (R.V), Kattimancode (P) Block 5, Moolachen Vilai,  99.OVERSEAS ELECTORS",All Voters
227,231,227,"St. Alosious Higher Secondary
School, Karankadu, South Terraced Building Northern Portion","1.Kuruthencode A ( R.V ),  Kattimangcode ( P ) Ward 1, Block1, kusavankuzhi, Mottavilai 99.OVERSEAS ELECTORS",All Voters
228,231,228,"St. Alosious Higher Secondary
School, Karankadu, South Terraced Building West North Portion","1.Kurunthencode A ( R.V ),Kattimmancode ( P ) Ward 1,
Block 7, Mottavilai, Thanivilai , 2.Kurunthencode A ( R.V ), Kattimancode ( P ) Ward 1, Block 8, Karankadu , 99.OVERSEAS ELECTORS",All Voters
229,231,229,"St. Alosious Higher Secondary School, Karankadu,, East Building, Southern Portion","1.Kuruthencode A ( R.V ), Kattimancode ( P ) Ward 2, Block 2,  Karankadu North East Part , 2.Kurunthencode A ( R.V ), Kattimancode ( P ) Ward 2, Block 7, Karankadu ,
99.OVERSEAS ELECTORS",All Voters
230,231,230,"St. Alosious Higher Secondary School, Karankadu,,  East Building, Middle Portion.","1.Kuruthencode  A( R.V ), Kattimancode ( P ) Ward 2, Blcok 8, Karankadu South west Part , 99.OVERSEAS ELECTORS",All Voters
231,231,231,"Govt. Primary School,
Nettancode ,  East terrased Building,  North  Portion, Facing West","1.Kuruthencode A (R.V), Nettancode (P) Block 1, Nettancode  North , 99.OVERSEAS ELECTORS",All Voters
232,231,232,"Govt. Primary School, Nettancode,, Terraced Building, Northern Portion","1.Kuruthencode A( R.V ), Nettancode ( P ) Ward 2, Blcok 3, Nettancode South Part , 2.Kuruthencode A ( R.V ), Nettancode ( P ) Ward 2,  Nettancode South Part , 3.Kuruthencode A ( R.V ), Nettancdoe ( P ) Ward 4, Blcok 5, Nettancode Northeast Part, 99.OVERSEAS ELECTORS",All Voters
